COD. UF,COD. MUNIC,pop
35,19253,9240
35,19303,35104
35,19402,12393
35,19501,7753
35,19600,60033
35,19709,78878
35,19808,8243
35,19907,8159
35,20004,24674
35,20103,30432
35,20202,9534
35,20301,30857
35,20400,34970
35,20426,11166
35,20442,26686
35,20509,251627
35,20608,4885
35,20707,3897
35,20806,3991
35,20905,14971
35,21002,37133
35,21101,7546
35,21150,5392
35,21200,4218
35,21309,16409
35,21408,24235
35,21507,7993
35,21606,8294
35,21705,17556
35,21804,27125
35,21903,15262
35,22000,3835
35,22109,101816
35,22158,3328
35,22208,175693
35,22307,163901
35,22406,94354
35,22505,237700
35,22604,74773
35,22653,4241
35,22703,43120
35,22802,15149
35,22901,13992
35,23008,4906
35,23107,370821
35,23206,50503
35,23305,17436
35,23404,120858
35,23503,20697
35,23602,18157
35,23701,6499
35,23800,7841
35,23909,173939
35,24006,61252
35,24105,41824
35,24204,6929
35,24303,77263
35,24402,233662
35,24501,7067
35,24600,17866
35,24709,57488
35,24808,49107
35,24907,6602
35,25003,124937
35,25102,44380
35,25201,30044
35,25300,150252
35,25409,3159
35,25508,13220
35,25607,4523
35,25706,37015
35,25805,4776
35,25854,3367
35,25904,418962
35,26001,20679
35,26100,18812
35,26209,31444
35,26308,4896
35,26407,28516
35,26506,11980
35,26605,7260
35,26704,103391
35,26803,68432
35,26902,306114
35,27009,7980
35,27108,78013
35,27207,88706
35,27256,2289
35,27306,48885
35,27405,21747
35,27504,2394
35,27603,14947
35,27702,5790
35,27801,4584
35,27900,2649
35,28007,17163
35,28106,8120
35,28205,3698
35,28304,3119
35,28403,47150
35,28502,100179
35,28601,9846
35,28700,5853
35,28809,14002
35,28858,3031
35,28908,4084
35,29005,238882
35,29104,2112
35,29203,26461
35,29302,83170
35,29401,472912
35,29500,5490
35,29609,3836
35,29658,1908
35,29708,22226
35,29807,12908
35,29906,19779
35,30003,3086
35,30102,29564
35,30201,18259
35,30300,59824
35,30409,4871
35,30508,68885
35,30607,445842
35,30706,151888
35,30805,93189
35,30904,3493
35,31001,2259
35,31100,56702
35,31209,8038
35,31308,50498
35,31407,25087
35,31506,19008
35,31605,4166
35,31704,4653
35,31803,59772
35,31902,32968
35,32009,13622
35,32058,4758
35,32108,4486
35,32157,3141
35,32207,4857
35,32306,6661
35,32405,18524
35,32504,8930
35,32603,11478
35,32702,5213
35,32801,6973
35,32827,9755
35,32843,1881
35,32868,1267
35,32900,11186
35,33007,21500
35,33106,2316
35,33205,3969
35,33254,5830
35,33304,4101
35,33403,60174
35,33502,41052
35,33601,7432
35,33700,4289
35,33809,2496
35,33908,54772
35,34005,4381
35,34104,6515
35,34203,7066
35,34302,44028
35,34401,698418
35,34500,2603
35,34609,32879
35,34708,113542
35,34757,10361
35,34807,8562
35,34906,14197
35,35002,12957
35,35101,13275
35,35200,9283
35,35309,22221
35,35408,15777
35,35507,45703
35,35606,18222
35,35705,6454
35,35804,20197
35,35903,4078
35,36000,10964
35,36109,6435
35,36208,19648
35,36257,2161
35,36307,14670
35,36406,7366
35,36505,109424
35,36570,1833
35,36604,8945
35,36703,46687
35,36802,6093
35,36901,2494
35,37008,16744
35,37107,47919
35,37156,3093
35,37206,11331
35,37305,63407
35,37404,25669
35,37503,8668
35,37602,68284
35,37701,5980
35,37800,55348
35,37909,29185
35,38006,168328
35,38105,17049
35,38204,15207
35,38303,3692
35,38501,13657
35,38600,27303
35,38709,404142
35,38808,29806
35,38907,25492
35,39004,11417
35,39103,18895
35,39202,27527
35,39301,76409
35,39400,13636
35,39509,39719
35,39608,5237
35,39707,3550
35,39806,117452
35,39905,6059
35,40002,22014
35,40101,3416
35,40200,49961
35,40259,4628
35,40309,2577
35,40408,4169
35,40507,9925
35,40606,53098
35,40705,56150
35,40754,24643
35,40804,17361
35,40853,4093
35,40903,21496
35,41000,325073
35,41059,5261
35,41109,4094
35,41208,13106
35,41307,44200
35,41406,228743
35,41505,39516
35,41604,40432
35,41653,3804
35,41703,14109
35,41802,3406
35,41901,13420
35,42008,6638
35,42107,9076
35,42206,29707
35,42305,3851
35,42404,20261
35,42503,9621
35,42602,56322
35,42701,7593
35,42800,3340
35,42909,13219
35,43006,16444
35,43105,4718
35,43204,4541
35,43238,2225
35,43253,7673
35,43303,123393
35,43402,703293
35,43501,5524
35,43600,3629
35,43709,10799
35,43808,9981
35,43907,206424
35,44004,35228
35,44103,50846
35,44202,12518
35,44251,16643
35,44301,10712
35,44400,3128
35,44509,3148
35,44608,5590
35,44707,2432
35,44806,6331
35,44905,11890
35,45001,17139
35,45100,5300
35,45159,8286
35,45209,118663
35,45308,45422
35,45407,9331
35,45506,4302
35,45605,15480
35,45704,6008
35,45803,193475
35,46009,14788
35,46108,2115
35,46207,4503
35,46256,2139
35,46306,34361
35,46405,47673
35,46504,5599
35,46603,32322
35,46702,26898
35,46801,57386
35,46900,8817
35,47007,6173
35,47106,2939
35,47205,1487
35,47304,139447
35,47403,2498
35,47502,27557
35,47601,26540
35,47650,1545
35,47700,20878
35,47809,718773
35,47908,6929
35,48005,23310
35,48054,8420
35,48104,5954
35,48203,6811
35,48302,3111
35,48401,4777
35,48500,433311
35,48609,10878
35,48708,838936
35,48807,161127
35,48906,251983
35,49003,2821
35,49102,91211
35,49201,2568
35,49250,1922
35,49300,2105
35,49409,51888
35,49508,8928
35,49607,4147
35,49706,54946
35,49805,460671
35,49904,721944
35,49953,15825
35,50001,10687
35,50100,40954
35,50209,32931
35,50308,12252023
35,50407,35653
35,50506,7666
35,50605,91016
35,50704,88980
35,50803,12182
35,50902,15322
35,51009,365798
35,51108,10285
35,51207,3638
35,51306,3513
35,51405,14662
35,51504,45107
35,51603,29229
35,51702,125815
35,51801,12832
35,51900,17496
35,52007,6302
35,52106,41005
35,52205,679378
35,52304,7718
35,52403,282441
35,52502,297637
35,52551,3963
35,52601,12407
35,52700,16496
35,52809,289664
35,52908,6285
35,53005,13859
35,53104,6295
35,53203,5566
35,53302,23207
35,53401,25967
35,53500,7807
35,53609,12960
35,53658,2811
35,53708,57177
35,53807,23218
35,53856,5852
35,53906,7468
35,53955,15000
35,54003,121766
35,54102,314924
35,54201,4532
35,54300,23148
35,54409,9370
35,54508,42076
35,54607,2658
35,54656,2412
35,54706,10010
35,54755,1724
35,54805,47185
35,54904,5807
35,54953,6894
35,55000,65524
35,55109,15495
35,55208,2016
35,55307,1727
35,55356,6309
35,55406,90799
35,55505,4780
35,55604,10110
35,55703,1844
35,55802,9114
35,55901,1165
35,56008,13809
35,56107,13326
35,56206,129193
35,56305,26480
35,56354,10537
35,56404,42845
35,56453,52597
35,56503,121838
35,56602,10843
35,56701,78728
35,56800,18898
35,56909,8810
35,56958,1840
35,57006,122480
35,57105,94547
35,57154,2718
35,57204,12418
35,57303,11304
41,00103,7457
41,00202,5919
41,00301,9371
41,00400,118623
41,00459,1942
41,00509,22056
41,00608,14770
41,00707,9836
41,00806,11406
41,00905,6257
41,01002,19152
41,01051,2801
41,01101,20031
41,01150,2928
41,01200,18980
41,01309,7434
41,01408,134996
41,01507,123027
41,01606,28115
41,01655,3068
41,01705,13970
41,01804,143843
41,01853,2108
41,01903,15119
41,02000,33362
41,02109,26111
41,02208,3892
41,02307,12941
41,02406,31367
41,02505,11568
41,02604,10275
41,02703,2781
41,02752,3511
41,02802,15397
41,02901,16389
41,03008,4105
41,03024,2503
41,03040,6387
41,03057,7591
41,03107,12944
41,03156,3541
41,03206,7032
41,03222,3264
41,03305,6592
41,03354,5427
41,03370,2651
41,03404,2934
41,03453,18120
41,03479,4044
41,03503,8570
41,03602,25360
41,03701,106533
41,03800,7865
41,03909,14202
41,03958,3887
41,04006,43288
41,04055,3833
41,04105,7971
41,04204,132002
41,04253,29318
41,04303,94859
41,04402,15018
41,04428,15979
41,04451,13317
41,04501,19124
41,04600,15780
41,04659,23415
41,04709,14320
41,04808,328454
41,04907,71484
41,05003,10189
41,05102,10827
41,05201,17779
41,05300,11765
41,05409,19254
41,05508,82620
41,05607,12652
41,05706,16559
41,05805,243726
41,05904,24012
41,06001,8818
41,06100,3860
41,06209,18584
41,06308,17071
41,06407,47845
41,06456,7497
41,06506,20734
41,06555,3219
41,06571,4252
41,06605,20932
41,06704,4469
41,06803,18708
41,06852,2950
41,06902,1933105
41,07009,15101
41,07108,5087
41,07124,3439
41,07157,5253
41,07207,40641
41,07256,8747
41,07306,5979
41,07405,5961
41,07504,14000
41,07520,1698
41,07538,4539
41,07546,4117
41,07553,3089
41,07603,17251
41,07652,100209
41,07702,4762
41,07736,5646
41,07751,7770
41,07801,4929
41,07850,4624
41,07900,6774
41,08007,10548
41,08106,2689
41,08205,6578
41,08304,258532
41,08320,6046
41,08403,91093
41,08452,4650
41,08502,13710
41,08551,2946
41,08601,28884
41,08650,7111
41,08700,5618
41,08809,33119
41,08908,6581
41,08957,8739
41,09005,3802
41,09104,2243
41,09203,5502
41,09302,12472
41,09401,181504
41,09500,7636
41,09609,37067
41,09658,5211
41,09708,31364
41,09757,6352
41,09807,54558
41,09906,7904
41,10003,4404
41,10052,2256
41,10078,13111
41,10102,32564
41,10201,11125
41,10300,3109
41,10409,4457
41,10508,15172
41,10607,13926
41,10656,2288
41,10706,60727
41,10805,10169
41,10904,4466
41,10953,11176
41,11001,6582
41,11100,6108
41,11209,11964
41,11258,28634
41,11308,2865
41,11407,13879
41,11506,31984
41,11555,8185
41,11605,3259
41,11704,5274
41,11803,39378
41,11902,13620
41,12009,34857
41,12108,21176
41,12207,5245
41,12306,4994
41,12405,9425
41,12504,11328
41,12603,1331
41,12702,12588
41,12751,8412
41,12801,11908
41,12900,3292
41,12959,7340
41,13007,7013
41,13106,4100
41,13205,48163
41,13254,5852
41,13304,32073
41,13403,3954
41,13429,3310
41,13452,4676
41,13502,23086
41,13601,4787
41,13700,569733
41,13734,7262
41,13759,4794
41,13809,4920
41,13908,13630
41,14005,13132
41,14104,22819
41,14203,34400
41,14302,26869
41,14351,2571
41,14401,16714
41,14500,13502
41,14609,52944
41,14708,5677
41,14807,35496
41,14906,8836
41,15002,7076
41,15101,10345
41,15200,423666
41,15309,6610
41,15358,5603
41,15408,14367
41,15457,4405
41,15507,4679
41,15606,17943
41,15705,34720
41,15739,3272
41,15754,10601
41,15804,46198
41,15853,5536
41,15903,2213
41,16000,1806
41,16059,10702
41,16109,12121
41,16208,16406
41,16307,3984
41,16406,4008
41,16505,1543
41,16604,3445
41,16703,10472
41,16802,5302
41,16901,27904
41,16950,5046
41,17008,8153
41,17057,11554
41,17107,13213
41,17206,5806
41,17214,4249
41,17222,8219
41,17255,10548
41,17271,5649
41,17297,2844
41,17305,22141
41,17404,3428
41,17453,5996
41,17503,41281
41,17602,50986
41,17701,33877
41,17800,13172
41,17909,31846
41,18006,13830
41,18105,11472
41,18204,154936
41,18303,3203
41,18402,88374
41,18451,5610
41,18501,82881
41,18600,5873
41,18709,7354
41,18808,13996
41,18857,6127
41,18907,11234
41,19004,6347
41,19103,12746
41,19152,132157
41,19202,6326
41,19251,2731
41,19301,32391
41,19400,25463
41,19509,113036
41,19608,30310
41,19657,3224
41,19707,4263
41,19806,13479
41,19905,351736
41,19954,27284
41,20002,12914
41,20101,4848
41,20150,3237
41,20200,2559
41,20309,4065
41,20333,3753
41,20358,5157
41,20408,5306
41,20507,11123
41,20606,52241
41,20655,4512
41,20705,7449
41,20804,23559
41,20853,4015
41,20903,34103
41,21000,12206
41,21109,4573
41,21208,19049
41,21257,4451
41,21307,3808
41,21356,2655
41,21406,16922
41,21505,14899
41,21604,6802
41,21703,26715
41,21752,8010
41,21802,10668
41,21901,13029
41,22008,15236
41,22107,3203
41,22156,13269
41,22172,4096
41,22206,32397
41,22305,34170
41,22404,66580
41,22503,9849
41,22602,9579
41,22651,4786
41,22701,6827
41,22800,3580
41,22909,4935
41,23006,14785
41,23105,3324
41,23204,3334
41,23303,7800
41,23402,12037
41,23501,26490
41,23600,1596
41,23709,8562
41,23808,14659
41,23824,3813
41,23857,9615
41,23907,11724
41,23956,3981
41,24004,4992
41,24020,10139
41,24053,23465
41,24103,45993
41,24202,2641
41,24301,2106
41,24400,20166
41,24509,5438
41,24608,6878
41,24707,11170
41,24806,10241
41,24905,5855
41,25001,10219
41,25100,15120
41,25209,9050
41,25308,5551
41,25357,5641
41,25407,6206
41,25456,3654
41,25506,323340
41,25555,2160
41,25605,46261
41,25704,27452
41,25753,5897
41,25803,10981
41,25902,2313
41,26009,8853
41,26108,5722
41,26207,6736
41,26256,96688
41,26272,5500
41,26306,19327
41,26355,4495
41,26405,5284
41,26504,16369
41,26603,21016
41,26652,2981
41,26678,14797
41,26702,5120
41,26801,16205
41,26900,5539
41,27007,12367
41,27106,78974
41,27205,17094
41,27304,16789
41,27403,17481
41,27502,20522
41,27601,16868
41,27700,140635
41,27809,7918
41,27858,12040
41,27882,8769
41,27908,8566
41,27957,8124
41,27965,13215
41,28005,21013
41,28104,111557
41,28203,57517
41,28302,2605
41,28401,11314
41,28500,19414
41,28534,11892
41,28559,8521
41,28609,7257
41,28625,2741
41,28633,5580
41,28658,4023
41,28708,6838
41,28807,5679
42,00051,2563
42,00101,17904
42,00200,10864
42,00309,5448
42,00408,7145
42,00507,6486
42,00556,2366
42,00606,6469
42,00705,10036
42,00754,1937
42,00804,5638
42,00903,4801
42,01000,7133
42,01109,3232
42,01208,8513
42,01257,10743
42,01273,4267
42,01307,38129
42,01406,68228
42,01505,8674
42,01604,3550
42,01653,2240
42,01703,7934
42,01802,3210
42,01901,5679
42,01950,13071
42,02008,142295
42,02057,10795
42,02073,10979
42,02081,2678
42,02099,1677
42,02107,29168
42,02131,6337
42,02156,2706
42,02206,11652
42,02305,68481
42,02404,357199
42,02438,3474
42,02453,19769
42,02503,4743
42,02537,3010
42,02578,2142
42,02602,9966
42,02701,5246
42,02800,33450
42,02859,3743
42,02875,2420
42,02909,134723
42,03006,78595
42,03105,6148
42,03154,3346
42,03204,82989
42,03253,2525
42,03303,11978
42,03402,7016
42,03501,8526
42,03600,36244
42,03709,12240
42,03808,54401
42,03907,22848
42,03956,24871
42,04004,10861
42,04103,3642
42,04152,2728
42,04178,3124
42,04194,2988
42,04202,220367
42,04251,16684
42,04301,74641
42,04350,4453
42,04400,9981
42,04459,2549
42,04509,15909
42,04558,12795
42,04608,215186
42,04707,11086
42,04756,1962
42,04806,39745
42,04905,8250
42,05001,15498
42,05100,4146
42,05159,4064
42,05175,3203
42,05191,2063
42,05209,4412
42,05308,10667
42,05357,1582
42,05407,500973
42,05431,2510
42,05456,26793
42,05506,36443
42,05555,2023
42,05605,2873
42,05704,23078
42,05803,18145
42,05902,69639
42,06009,14471
42,06108,6569
42,06207,11501
42,06306,23832
42,06405,10090
42,06504,44819
42,06603,5160
42,06652,4704
42,06702,22606
42,06751,1957
42,06801,3202
42,06900,18950
42,07007,56421
42,07106,14184
42,07205,10135
42,07304,44853
42,07403,6197
42,07502,69425
42,07577,2945
42,07601,4446
42,07650,8996
42,07684,7514
42,07700,7593
42,07759,3976
42,07809,10419
42,07858,1930
42,07908,11222
42,08005,6169
42,08104,21669
42,08203,219536
42,08302,65312
42,08401,16872
42,08450,20576
42,08500,25086
42,08609,3936
42,08708,10416
42,08807,20024
42,08906,177697
42,08955,1570
42,09003,30118
42,09102,590466
42,09151,4997
42,09177,2101
42,09201,2246
42,09300,157544
42,09409,45814
42,09458,1427
42,09508,6970
42,09607,15244
42,09706,12107
42,09805,3041
42,09854,4563
42,09904,12130
42,10001,12859
42,10035,5685
42,10050,1775
42,10100,56292
42,10209,3442
42,10308,8103
42,10407,7293
42,10506,25762
42,10555,1797
42,10605,16916
42,10704,2520
42,10803,7015
42,10852,2309
42,10902,4209
42,11009,11742
42,11058,9866
42,11108,8275
42,11207,17796
42,11256,2893
42,11306,81475
42,11405,5019
42,11454,4331
42,11504,14549
42,11603,15166
42,11652,2442
42,11702,22912
42,11751,18744
42,11801,7295
42,11850,2217
42,11876,1505
42,11892,2359
42,11900,171797
42,12007,7423
42,12056,2627
42,12106,16169
42,12205,19320
42,12239,3437
42,12254,8823
42,12270,4147
42,12304,7494
42,12403,3976
42,12502,32531
42,12601,2787
42,12650,10091
42,12700,5937
42,12809,23147
42,12908,20313
42,13005,3555
42,13104,3854
42,13153,2870
42,13203,33447
42,13302,4682
42,13351,3414
42,13401,11593
42,13500,21388
42,13609,35398
42,13708,17453
42,13807,7319
42,13906,1568
42,14003,17471
42,14102,2287
42,14151,2924
42,14201,9887
42,14300,2878
42,14409,6205
42,14508,5940
42,14607,7489
42,14706,11676
42,14805,71061
42,14904,4611
42,15000,42302
42,15059,2483
42,15075,4598
42,15109,11551
42,15208,4786
42,15307,7642
42,15356,3781
42,15406,4718
42,15455,12678
42,15505,16830
42,15554,2223
42,15604,2142
42,15653,8358
42,15679,8787
42,15687,2428
42,15695,1260
42,15703,23245
42,15752,2336
42,15802,84507
42,15901,2838
42,16008,11281
42,16057,5549
42,16107,9445
42,16206,52721
42,16255,6381
42,16305,37424
42,16354,3733
42,16404,7297
42,16503,26952
42,16602,246586
42,16701,13829
42,16800,8295
42,16909,24076
42,17006,13410
42,17105,3180
42,17154,1820
42,17204,40482
42,17253,5823
42,17303,9745
42,17402,21365
42,17501,17541
42,17550,3263
42,17600,14007
42,17709,30374
42,17758,2461
42,17808,18395
42,17907,8676
42,17956,1633
42,18004,38407
42,18103,5348
42,18202,44238
42,18251,7877
42,18301,19275
42,18350,3929
42,18400,7081
42,18509,7840
42,18608,7360
42,18707,105686
42,18756,4543
42,18806,12899
42,18855,2464
42,18905,11235
42,18954,2465
42,19002,21268
42,19101,3573
42,19150,2477
42,19176,4492
42,19200,6338
42,19309,53065
42,19358,4979
42,19408,3965
42,19507,50982
42,19606,3933
42,19705,28706
42,19853,3363
42,20000,12760
43,00034,4901
43,00059,3748
43,00109,16461
43,00208,7024
43,00307,5950
43,00406,73589
43,00455,3464
43,00471,1964
43,00505,6258
43,00554,1638
43,00570,3028
43,00604,210305
43,00638,7031
43,00646,7409
43,00661,1333
43,00703,5981
43,00802,13050
43,00851,3581
43,00877,5698
43,00901,6235
43,01008,20805
43,01057,10065
43,01073,2937
43,01107,14151
43,01206,13373
43,01305,18293
43,01404,10424
43,01503,6661
43,01552,3554
43,01602,121143
43,01636,14068
43,01651,6171
43,01701,6623
43,01750,7487
43,01800,5275
43,01859,3248
43,01875,4215
43,01909,13491
43,01925,1690
43,01958,2539
43,02006,11199
43,02055,1994
43,02105,120454
43,02154,2098
43,02204,6712
43,02220,2470
43,02238,2603
43,02253,2783
43,02303,11349
43,02352,14055
43,02378,1942
43,02402,12328
43,02451,7714
43,02501,6279
43,02584,2123
43,02600,3353
43,02659,5074
43,02709,20941
43,02808,33624
43,02907,12561
43,03004,82201
43,03103,130293
43,03202,5065
43,03301,4846
43,03400,4743
43,03509,66261
43,03558,2733
43,03608,6431
43,03673,3388
43,03707,5474
43,03806,5454
43,03905,66712
43,04002,4484
43,04101,3320
43,04200,31365
43,04309,6198
43,04358,9584
43,04408,44998
43,04507,56045
43,04606,346616
43,04614,1716
43,04622,1654
43,04630,53049
43,04655,3651
43,04663,25354
43,04671,4660
43,04689,11940
43,04697,2757
43,04705,62110
43,04713,8270
43,04804,29833
43,04853,1377
43,04903,9031
43,04952,3202
43,05009,8774
43,05108,510906
43,05116,2891
43,05124,6091
43,05132,4691
43,05157,2311
43,05173,12239
43,05207,14133
43,05306,9269
43,05355,40789
43,05371,3279
43,05405,3756
43,05439,6704
43,05447,5441
43,05454,16254
43,05504,4747
43,05587,2438
43,05603,3175
43,05702,6753
43,05801,9911
43,05835,1501
43,05850,2306
43,05871,2519
43,05900,7325
43,05934,1628
43,05959,3853
43,05975,2756
43,06007,13448
43,06056,8009
43,06072,2847
43,06106,60299
43,06130,1833
43,06205,12348
43,06304,4740
43,06320,2805
43,06353,2427
43,06379,3014
43,06403,32671
43,06429,2026
43,06452,3400
43,06502,15414
43,06551,2534
43,06601,38461
43,06700,3041
43,06734,4549
43,06759,1983
43,06767,41285
43,06809,22706
43,06908,25877
43,06924,1034
43,06932,8475
43,06957,2792
43,06973,2991
43,07005,105862
43,07054,3168
43,07104,6821
43,07203,4859
43,07302,6912
43,07401,3282
43,07450,2926
43,07500,15588
43,07559,5958
43,07609,50022
43,07708,83202
43,07807,34116
43,07815,3655
43,07831,2396
43,07864,2731
43,07906,72331
43,08003,6677
43,08052,2315
43,08078,4533
43,08102,13547
43,08201,30745
43,08250,1766
43,08300,10304
43,08409,6664
43,08433,2412
43,08458,4320
43,08508,31313
43,08607,35070
43,08656,2924
43,08706,5534
43,08805,8385
43,08854,1634
43,08904,16212
43,09001,16004
43,09050,8098
43,09100,36232
43,09126,2082
43,09159,4325
43,09209,281519
43,09258,1503
43,09308,98143
43,09407,25727
43,09506,7537
43,09555,4866
43,09571,3018
43,09605,19329
43,09654,6776
43,09704,4762
43,09753,4406
43,09803,4709
43,09902,7262
43,09951,4013
43,10009,20350
43,10108,36899
43,10207,83475
43,10306,4078
43,10330,22800
43,10363,3120
43,10405,6167
43,10413,2226
43,10439,6640
43,10462,1889
43,10504,7241
43,10538,5499
43,10553,3465
43,10579,2094
43,10603,37620
43,10652,2419
43,10702,3324
43,10751,1910
43,10801,24293
43,10850,3810
43,10876,2692
43,10900,3561
43,11007,26680
43,11106,10848
43,11122,3716
43,11130,3503
43,11155,8560
43,11205,19293
43,11239,2903
43,11254,6452
43,11270,1609
43,11304,27807
43,11403,84014
43,11429,2564
43,11502,7480
43,11601,5219
43,11627,6054
43,11643,1714
43,11700,5445
43,11718,4587
43,11734,2981
43,11759,7299
43,11775,6714
43,11791,2691
43,11809,44161
43,11908,4402
43,11981,3885
43,12005,2031
43,12054,4009
43,12104,4823
43,12138,2540
43,12153,4515
43,12179,1648
43,12203,4377
43,12252,8075
43,12302,4925
43,12351,1453
43,12377,3226
43,12385,2548
43,12401,65264
43,12427,3085
43,12443,2949
43,12450,6568
43,12476,6407
43,12500,12804
43,12609,4954
43,12617,3162
43,12625,1893
43,12658,17624
43,12674,1682
43,12708,11695
43,12757,3625
43,12807,4759
43,12906,9916
43,12955,1775
43,13003,3330
43,13011,2698
43,13037,5352
43,13060,21615
43,13086,2553
43,13102,6512
43,13201,21353
43,13300,27257
43,13334,2242
43,13359,3689
43,13375,29300
43,13391,4196
43,13409,246748
43,13425,3323
43,13441,2211
43,13466,1719
43,13490,4164
43,13508,45994
43,13607,3828
43,13656,11318
43,13706,33303
43,13805,7057
43,13904,43667
43,13953,9174
43,14001,7657
43,14027,7611
43,14035,3837
43,14050,58272
43,14068,5702
43,14076,6535
43,14100,203275
43,14134,2293
43,14159,8487
43,14175,1982
43,14209,7730
43,14308,3874
43,14407,342405
43,14423,5742
43,14456,2579
43,14464,1941
43,14472,4350
43,14498,4871
43,14506,12271
43,14548,3003
43,14555,2304
43,14605,20663
43,14704,10084
43,14753,2098
43,14779,3904
43,14787,1547
43,14803,37079
43,14902,1483771
43,15008,4678
43,15057,2374
43,15073,1360
43,15107,10246
43,15131,1639
43,15149,2901
43,15156,6244
43,15172,1947
43,15206,3919
43,15305,22687
43,15313,1849
43,15321,2788
43,15354,3796
43,15404,11549
43,15453,2090
43,15503,15789
43,15552,2752
43,15602,211005
43,15701,38275
43,15750,4653
43,15800,11393
43,15909,5867
43,15958,2323
43,16006,21349
43,16105,10601
43,16204,5130
43,16303,6847
43,16402,39422
43,16428,2609
43,16436,2650
43,16451,12449
43,16477,2733
43,16501,7799
43,16600,16270
43,16709,7994
43,16733,1639
43,16758,6603
43,16808,130416
43,16907,282123
43,16956,6331
43,16972,2562
43,17004,8098
43,17103,77027
43,17202,73254
43,17251,1729
43,17301,29676
43,17400,49425
43,17509,77593
43,17558,2128
43,17608,42894
43,17707,10175
43,17756,2019
43,17806,13885
43,17905,14257
43,17954,2324
43,18002,60282
43,18051,3074
43,18101,18335
43,18200,21710
43,18309,62105
43,18408,24248
43,18424,4657
43,18432,2552
43,18440,2824
43,18457,2537
43,18465,1971
43,18481,4804
43,18499,2073
43,18507,27568
43,18606,6933
43,18614,2408
43,18622,3527
43,18705,236835
43,18804,43582
43,18903,33468
43,19000,21556
43,19109,5426
43,19125,3234
43,19158,7673
43,19208,5265
43,19307,5790
43,19356,3801
43,19364,2009
43,19372,2947
43,19406,16198
43,19505,25685
43,19604,23621
43,19703,3299
43,19711,2242
43,19737,2727
43,19752,2243
43,19802,8721
43,19901,81734
43,20008,141075
43,20107,24489
43,20206,10750
43,20230,2907
43,20263,7421
43,20305,5100
43,20321,2779
43,20354,5581
43,20404,17502
43,20453,1962
43,20503,5415
43,20552,6486
43,20578,1970
43,20602,3657
43,20651,2384
43,20677,10172
43,20701,14967
43,20800,31002
43,20859,4719
43,20909,24111
43,21006,10584
43,21105,17300
43,21204,57466
43,21303,26862
43,21329,3072
43,21352,5481
43,21402,13485
43,21436,11204
43,21451,33232
43,21469,3030
43,21477,5704
43,21493,2806
43,21501,38732
43,21600,51715
43,21626,2336
43,21634,2668
43,21667,11053
43,21709,28220
43,21808,23906
43,21832,2697
43,21857,4271
43,21907,23906
43,21956,5802
43,22004,29538
43,22103,5678
43,22152,4569
43,22186,1472
43,22202,23948
43,22251,4855
43,22301,7893
43,22327,3438
43,22343,2015
43,22350,1154
43,22376,2338
43,22400,126970
43,22509,66218
43,22525,3497
43,22533,11781
43,22541,5913
43,22558,2113
43,22608,71554
43,22707,26863
43,22806,26241
43,22855,1815
43,22905,4756
43,23002,255224
43,23101,4670
43,23200,2882
43,23309,3385
43,23358,2091
43,23408,4358
43,23457,4280
43,23507,2752
43,23606,1561
43,23705,2851
43,23754,3133
43,23770,3014
43,23804,16408
50,00203,15522
50,00252,5343
50,00609,39396
50,00708,25135
50,00807,9035
50,00856,10780
50,00906,8956
50,01003,25745
50,01102,47871
50,01243,12149
50,01508,6788
50,01904,23024
50,02001,11329
50,02100,24629
50,02159,7875
50,02209,21976
50,02308,11872
50,02407,30174
50,02605,13711
50,02704,895982
50,02803,6116
50,02902,21939
50,02951,25218
50,03108,5947
50,03157,15253
50,03207,111435
50,03256,20823
50,03306,33543
50,03454,12924
50,03488,11385
50,03504,5924
50,03702,222949
50,03751,12353
50,03801,19189
50,03900,3051
50,04007,9965
50,04106,9895
50,04304,16078
50,04403,7610
50,04502,24839
50,04601,21142
50,04700,23187
50,04809,9110
50,04908,7187
50,05004,26097
50,05103,4027
50,05152,6712
50,05202,23331
50,05251,7341
50,05400,47083
50,05608,28013
50,05681,18366
50,05707,54878
50,05806,13930
50,06002,21882
50,06200,54374
50,06259,3814
50,06275,5555
50,06309,42148
50,06358,14228
50,06408,7674
50,06606,92526
50,06903,17131
50,07109,24615
50,07208,37514
50,07307,4831
50,07406,19746
50,07505,5499
50,07554,7851
50,07695,26771
50,07703,10791
50,07802,6529
50,07901,57665
50,07935,19274
50,07950,11552
50,07976,3588
50,08008,21806
50,08305,121388
50,08404,6102
51,00102,5399
51,00201,25721
51,00250,51782
51,00300,19044
51,00359,6822
51,00409,12030
51,00508,11356
51,00607,10847
51,00805,10133
51,01001,3100
51,01209,935
51,01258,16822
51,01308,9607
51,01407,22354
51,01605,8564
51,01704,34966
51,01803,61012
51,01852,6580
51,01902,19695
51,02504,94376
51,02603,15980
51,02637,35360
51,02678,44041
51,02686,6891
51,02694,4743
51,02702,21579
51,02793,10305
51,02850,8729
51,03007,19752
51,03056,12149
51,03106,5700
51,03205,33438
51,03254,38582
51,03304,20763
51,03353,30933
51,03361,4038
51,03379,19750
51,03403,612547
51,03437,5219
51,03452,9462
51,03502,22041
51,03601,8178
51,03700,14192
51,03809,3494
51,03858,7648
51,03908,5540
51,03957,3026
51,04104,35816
51,04203,15141
51,04500,2752
51,04526,7667
51,04542,6737
